iter	Logloss
0	0.6876049277
1	0.6814796542
2	0.6758217517
3	0.6703861378
4	0.6653108479
5	0.6600544305
6	0.655069987
7	0.6495087235
8	0.644067882
9	0.6393484893
10	0.6346472752
11	0.6299592006
12	0.6251490087
13	0.6200398104
14	0.6159254003
15	0.6116753095
16	0.6070266535
17	0.6033573857
18	0.5992587996
19	0.5952303851
20	0.5913733023
21	0.588333177
22	0.5844937077
23	0.5807619448
24	0.5778540152
25	0.5746507527
26	0.5717191814
27	0.5685183207
28	0.5659385964
29	0.5624204094
30	0.5595524164
31	0.5565622118
32	0.5529591125
33	0.5498394436
34	0.5465951142
35	0.5435324304
36	0.5405575317
37	0.5376229934
38	0.5350039447
39	0.532633181
40	0.5298208543
41	0.5272495599
42	0.5250276636
43	0.5221558088
44	0.5195888943
45	0.5171669854
46	0.5147179027
47	0.5123674369
48	0.5103246901
49	0.508067237
50	0.5058323425
51	0.5031123691
52	0.5007821071
53	0.4988975054
54	0.4966690629
55	0.4952320052
56	0.4928067054
57	0.4899390421
58	0.4871553963
59	0.4849703753
60	0.4825074938
61	0.4804547157
62	0.4787744122
63	0.477039243
64	0.4748441437
65	0.4730002792
66	0.4714247621
67	0.4697166254
68	0.4682944969
69	0.4666271445
70	0.4650953787
71	0.4632847162
72	0.4612633034
73	0.4596679593
74	0.4582814346
75	0.4564750106
76	0.4541940571
77	0.4525329213
78	0.450595008
79	0.4497418816
80	0.4478841711
81	0.4462654208
82	0.4446429971
83	0.4434743811
84	0.4424191699
85	0.4409242324
86	0.4395997789
87	0.4381488753
88	0.4365827301
89	0.43542942
90	0.4342605685
91	0.4331636782
92	0.4318084717
93	0.4306753653
94	0.4295889301
95	0.4284851168
96	0.4272656382
97	0.425641001
98	0.4242363447
99	0.4229027548
100	0.4216940609
101	0.4205907657
102	0.4200355153
103	0.4192203475
104	0.4180192359
105	0.416587029
106	0.4158632255
107	0.4144443936
108	0.4135646114
109	0.4123650068
110	0.4116932433
111	0.4108992212
112	0.4100748698
113	0.4093294497
114	0.4082446157
115	0.4073317257
116	0.4063191355
117	0.4052200317
118	0.4041945375
119	0.4035047366
120	0.4024622411
121	0.4013144882
122	0.4005499946
123	0.4000297829
124	0.3992771102
125	0.3985201518
126	0.3976496944
127	0.3969026259
128	0.3962522907
129	0.3951083054
130	0.3942681301
131	0.3934074449
132	0.39287772
133	0.3920658488
134	0.391366158
135	0.3906807605
136	0.390054067
137	0.3886642927
138	0.3881140815
139	0.3872194643
140	0.3866179902
141	0.3857969355
142	0.3850766406
143	0.3845015867
144	0.3833236694
145	0.3826609953
146	0.3818821848
147	0.3809649621
148	0.3800157853
149	0.3789928578
150	0.3784878813
151	0.3777912281
152	0.3770427468
153	0.3767143532
154	0.3758892483
155	0.3753365175
156	0.3744244517
157	0.3737449175
158	0.3731337182
159	0.3726573991
160	0.372148867
161	0.3718253713
162	0.3712453489
163	0.3708080245
164	0.3706136162
165	0.369766047
166	0.3693153476
167	0.3690346376
168	0.3685210899
169	0.3678105672
170	0.3670488993
171	0.3665307834
172	0.3659548347
173	0.3654451488
174	0.3648668689
175	0.3640912138
176	0.3633415787
177	0.3627243513
178	0.3622586757
179	0.3615560414
180	0.3609902182
181	0.3605770535
182	0.3600027296
183	0.3597207717
184	0.3593534305
185	0.3590516691
186	0.3585531447
187	0.3580399501
188	0.3576215344
189	0.3570980025
190	0.3567059835
191	0.3560670688
192	0.3556378682
193	0.3550553027
194	0.3544779648
195	0.3542058026
196	0.3537795691
197	0.3534557201
198	0.3529039077
199	0.3525045418
200	0.351989228
201	0.3514721953
202	0.3513864117
203	0.3512627637
204	0.3509185461
205	0.3506583932
206	0.3502152525
207	0.3498981617
208	0.3494707272
209	0.3490892104
210	0.3487312882
211	0.3482938696
212	0.3478591825
213	0.3475735982
214	0.3470217387
215	0.3465150904
216	0.3462986416
217	0.3459023134
218	0.3454220148
219	0.3447170964
220	0.3444615117
221	0.3440363378
222	0.3433771251
223	0.3431697657
224	0.3426575837
225	0.3421431176
226	0.341825603
227	0.3415797434
228	0.3411383923
229	0.3406895767
230	0.3401897336
231	0.3396771042
232	0.3393226435
233	0.3388922421
234	0.338697716
235	0.338353263
236	0.3381385332
237	0.3378384673
238	0.3373167014
239	0.3367186652
240	0.3364185286
241	0.3359527117
242	0.3356246948
243	0.3353751383
244	0.3351670253
245	0.3347905006
246	0.3346084783
247	0.3342656265
248	0.334027985
249	0.3338100763
250	0.3333363945
251	0.332883152
252	0.3325601743
253	0.3322957828
254	0.3319490221
255	0.3314266911
256	0.3310295859
257	0.3306481632
258	0.3304020446
259	0.3300671048
260	0.3295990744
261	0.3292103991
262	0.3288227364
263	0.3286081479
264	0.3281262009
265	0.3277177222
266	0.3274931025
267	0.3268994696
268	0.3264122245
269	0.3258820757
270	0.3256760115
271	0.3253462992
272	0.3251179589
273	0.3247715514
274	0.3242761117
275	0.3236998334
276	0.3234998444
277	0.3229600176
278	0.3226762936
279	0.3224797896
280	0.322245539
281	0.3219505122
282	0.3215856199
283	0.3211742684
284	0.3208682684
285	0.3205455497
286	0.3201825177
287	0.3196493549
288	0.3191752022
289	0.3188612196
290	0.3186794799
291	0.31833757
292	0.3181334131
293	0.317956948
294	0.3176396452
295	0.3172992424
296	0.316862177
297	0.3164633527
298	0.3161965123
299	0.3154869551
300	0.3154545537
301	0.3150962782
302	0.314901611
303	0.3146970772
304	0.3145420169
305	0.3142663461
306	0.3141617481
307	0.313888173
308	0.3136013879
309	0.3132937396
310	0.3130926909
311	0.3128296181
312	0.3127558202
313	0.3123312585
314	0.3120228096
315	0.3115629031
316	0.3112845009
317	0.3109312411
318	0.3104475045
319	0.3103052775
320	0.3099459189
321	0.3098159602
322	0.3093774819
323	0.3090700691
324	0.3086228076
325	0.3084503692
326	0.3082168485
327	0.3078477412
328	0.3076490237
329	0.3072471148
330	0.3070969287
331	0.3069205108
332	0.3066660799
333	0.306268692
334	0.305856587
335	0.3056492511
336	0.3053773009
337	0.3049798424
338	0.3046983319
339	0.3045774625
340	0.3044868516
341	0.3042349168
342	0.3039176847
343	0.3033787763
344	0.3030942281
345	0.302830496
346	0.3024160597
347	0.3022095009
348	0.3020324236
349	0.3018082984
350	0.3015558219
351	0.3013235963
352	0.3012215885
353	0.3009614827
354	0.3008194441
355	0.3006475001
356	0.3004662785
357	0.3001501531
358	0.2998079371
359	0.2996670523
360	0.2992859829
361	0.29908484
362	0.2989734132
363	0.2986559927
364	0.2986336225
365	0.2983624023
366	0.2979456113
367	0.2977064392
368	0.2974087515
369	0.2972101518
370	0.296890612
371	0.2968728336
372	0.2966188737
373	0.2962965318
374	0.2958984375
375	0.2956701208
376	0.295582995
377	0.2953917656
378	0.2952572622
379	0.2950349502
380	0.2948209975
381	0.2945485056
382	0.2944181466
383	0.2941334807
384	0.2939301479
385	0.2936494615
386	0.293485665
387	0.2930909616
388	0.2928927622
389	0.2926266988
390	0.2923940494
391	0.2920567548
392	0.2918816319
393	0.2917430783
394	0.2916229154
395	0.2914300848
396	0.2911967525
397	0.2909572507
398	0.2907261319
399	0.2904521094
400	0.2902909974
401	0.289939433
402	0.2896210941
403	0.2895098557
404	0.2893252903
405	0.289206234
406	0.2890219276
407	0.2888542458
408	0.2887337296
409	0.2886742486
410	0.2881762187
411	0.2878524874
412	0.2878061695
413	0.2875632062
414	0.2873078805
415	0.2870561812
416	0.2868769139
417	0.286572162
418	0.2863447872
419	0.286052021
420	0.2858799122
421	0.2854431058
422	0.2852090906
423	0.2850417149
424	0.284845988
425	0.2845309693
426	0.2842885006
427	0.2839706327
428	0.2836432045
429	0.2835329786
430	0.283427156
431	0.2831002224
432	0.2829397225
433	0.2828333113
434	0.2826263522
435	0.2824436941
436	0.2822862319
437	0.281880626
438	0.2818696764
439	0.2817407066
440	0.2813872349
441	0.2812202595
442	0.2808003838
443	0.2806426625
444	0.2804533876
445	0.2802179596
446	0.2800662429
447	0.2798440957
448	0.2797055186
449	0.2795401444
450	0.2794242671
451	0.2791331727
452	0.2790383704
453	0.2787417659
454	0.2785965719
455	0.2784313861
456	0.2783359716
457	0.2780952454
458	0.2778625253
459	0.2777096077
460	0.2774876253
461	0.2772476526
462	0.2772016172
463	0.277058778
464	0.2769127834
465	0.2765669646
466	0.276374134
467	0.2762835703
468	0.2761760759
469	0.2759388818
470	0.2759267313
471	0.2757526916
472	0.2755977725
473	0.2752292539
474	0.2747792373
475	0.2745440919
476	0.2744041019
477	0.2739808824
478	0.2737362473
479	0.2733870141
480	0.2729784412
481	0.2728396286
482	0.2726842621
483	0.2724492815
484	0.2724015978
485	0.2722693785
486	0.2721168141
487	0.2719465892
488	0.2716280619
489	0.2712118832
490	0.271028919
491	0.2709850735
492	0.2707825884
493	0.2706031328
494	0.2704622245
495	0.2704045802
496	0.2702611994
497	0.2701458872
498	0.269649176
499	0.2693462372
500	0.2692480205
501	0.2690715083
502	0.2690183851
503	0.2688042911
504	0.2686670091
505	0.2683911971
506	0.2683285372
507	0.267900255
508	0.2675876617
509	0.2671018059
510	0.266965819
511	0.2668850039
512	0.2668267474
513	0.2667240802
514	0.2664577578
515	0.2662763242
516	0.2660391066
517	0.2658966912
518	0.2657527217
519	0.2656118134
520	0.2654970899
521	0.2653424769
522	0.2650562804
523	0.2649222951
524	0.2647120158
525	0.2645203861
526	0.2643626649
527	0.2643517624
528	0.2641334534
529	0.2639902374
530	0.2637781685
531	0.2637497702
532	0.2635604482
533	0.2633565031
534	0.263283341
535	0.2631496382
536	0.2630666097
537	0.2629057802
538	0.2626930284
539	0.262427695
540	0.2623962591
541	0.2621678011
542	0.2619124048
543	0.2617944788
544	0.2615597336
545	0.2613924756
546	0.2611390102
547	0.2609264232
548	0.2609156856
549	0.2606570868
550	0.2604567445
551	0.2603346271
552	0.2602128394
553	0.2600587915
554	0.2596805714
555	0.2594478984
556	0.2592111281
557	0.2591444651
558	0.2590139884
559	0.258900301
560	0.2587797377
561	0.2586160118
562	0.2586048268
563	0.2582591492
564	0.2579830311
565	0.257706183
566	0.2575784848
567	0.2572566845
568	0.2570878253
569	0.2569470582
570	0.2568425779
571	0.2567872412
572	0.2566947231
573	0.2564375842
574	0.2560859492
575	0.2559945848
576	0.2557279563
577	0.2554652603
578	0.2553057023
579	0.2552064966
580	0.2550481396
581	0.2549404333
582	0.2549384788
583	0.2546908061
584	0.2543239829
585	0.2541226987
586	0.2539525915
587	0.2538376325
588	0.2536395038
589	0.2535890414
590	0.2535825423
591	0.2534829834
592	0.253390842
593	0.253178208
594	0.2529487139
595	0.2527846584
596	0.2526172591
597	0.2522204364
598	0.2520951636
599	0.2519715392
600	0.2517883395
601	0.2516657276
602	0.2515173076
603	0.2513194379
604	0.2511848167
605	0.2510798654
606	0.2509849219
607	0.2506947459
608	0.25041008
609	0.2502315898
610	0.2501084128
611	0.2500079591
612	0.2499320183
613	0.2498806847
614	0.2497988336
615	0.2497902623
616	0.2494957535
617	0.2491281297
618	0.2489589409
619	0.2487233244
620	0.2487078537
621	0.2485179195
622	0.2484777945
623	0.248148718
624	0.2479090514
625	0.2476889057
626	0.2474136353
627	0.2471927831
628	0.2469474887
629	0.2468817205
630	0.2465612623
631	0.2462721931
632	0.2461422579
633	0.246111858
634	0.2458819166
635	0.2457047922
636	0.2456592513
637	0.2455276442
638	0.2453725132
639	0.2452768396
640	0.2449433598
641	0.2448493345
642	0.2446978534
643	0.2446204762
644	0.2445855082
645	0.2443926069
646	0.2442704424
647	0.2441100839
648	0.2439533752
649	0.2437714
650	0.2437463454
651	0.2435046537
652	0.2432624911
653	0.2431106096
654	0.2430826587
655	0.2427905283
656	0.2426625946
657	0.2425079346
658	0.2424935706
659	0.242246981
660	0.2421186471
661	0.2420483813
662	0.2416911655
663	0.2416727042
664	0.2415832943
665	0.2414695834
666	0.2414448114
667	0.2412621533
668	0.2411031841
669	0.2408845454
670	0.2408500483
671	0.2406785989
672	0.2404731232
673	0.2402918309
674	0.2400439698
675	0.2399263029
676	0.2396705533
677	0.2394548581
678	0.2393903615
679	0.2392749786
680	0.2391118179
681	0.2388843018
682	0.2387577339
683	0.2385732392
684	0.2384123626
685	0.2382809203
686	0.2381022418
687	0.2378958243
688	0.2377826549
689	0.2377292963
690	0.237654839
691	0.2376086388
692	0.2374618201
693	0.2373542786
694	0.2372883455
695	0.2370870378
696	0.2370102965
697	0.2369588216
698	0.2368627478
699	0.2366876013
700	0.2363757145
701	0.2362332521
702	0.2360945808
703	0.2359718982
704	0.235729971
705	0.2355939606
706	0.2355580036
707	0.23545244
708	0.235203896
709	0.2350314576
710	0.2349401874
711	0.234903783
712	0.2347257167
713	0.2345946512
714	0.234502863
715	0.2344675888
716	0.2343620253
717	0.2342673408
718	0.2339625653
719	0.233665796
720	0.2335149271
721	0.2334327462
722	0.2333204952
723	0.2332067372
724	0.2330857265
725	0.2329197165
726	0.232800519
727	0.2324645902
728	0.2323184072
729	0.2321442027
730	0.2320207196
731	0.2318445371
732	0.2317896713
733	0.2315670767
734	0.2314279344
735	0.2313597644
736	0.2310968564
737	0.2310183254
738	0.2309178717
739	0.2307366265
740	0.2305499889
741	0.230425658
742	0.230398861
743	0.2303130067
744	0.2300736698
745	0.2299418979
746	0.2296500265
747	0.2295032077
748	0.2293537281
749	0.229250331
750	0.2291396812
751	0.2289870933
752	0.2289463561
753	0.2287161556
754	0.2284613244
755	0.2282718376
